movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Will Smith	song title	Friend Like Me(Live Action)
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Will Smith	song title	Arabian Nights (2019)
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Will Smith	song title	Prince Ali
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Mena Massoud	song title	One Jump Ahead (Reprise 2)
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Mena Massoud	song title	One Jump Ahead
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Mena Massoud	song title	One Jump Ahead (Reprise)
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Mena Massoud	song title	A Whole New World
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	Proud of Your Boy (Reprise)
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	One Jump Ahead
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	Friend Like Me
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	A Whole New World
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	One Jump Ahead (Reprise)
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	Somebody's Got Your Back
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	A Million Miles Aways
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	Proud of Your Boy
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	Babkak, Omar, Aladdin, Kassim
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Adam Jacobs	song title	Diamond in the Rough
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Clifton Davis	song title	Prince Ali (Sultan Reprise)
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Brandon O'Neill	song title	Prince Ali
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Brandon O'Neill	song title	High Adventure
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Brandon O'Neill	song title	Somebody's Got Your Back
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Brandon O'Neill	song title	Babkak, Omar, Aladdin, Kassim
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Jonathan Schwartz	song title	Prince Ali
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Jonathan Schwartz	song title	High Adventure
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Jonathan Schwartz	song title	Somebody's Got Your Back
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Jonathan Schwartz	song title	Babkak, Omar, Aladdin, Kassim
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Brian Gonzales	song title	Prince Ali
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Brian Gonzales	song title	High Adventure
movie	Aladdin (Live-Action)	composer	Alan Menken	voice actor	Brian Gonzales	song title	Somebody's Got Your Back
