Third Draft Lucasfilm Limited	draft	THREEPIO	speaker
Third Draft Lucasfilm Limited	draft	LUKE	speaker
Third Draft Lucasfilm Limited	draft	CAPTAIN	speaker
Third Draft Lucasfilm Limited	draft	VADER	speaker
Third Draft Lucasfilm Limited	draft	WOMAN	speaker
Third Draft Lucasfilm Limited	draft	BIGGS	speaker
Third Draft Lucasfilm Limited	draft	CAMIE	speaker
Third Draft Lucasfilm Limited	draft	OFFICER	speaker
Third Draft Lucasfilm Limited	draft	LEIA	speaker
Third Draft Lucasfilm Limited	draft	OWEN	speaker
Third Draft Lucasfilm Limited	draft	BERU	speaker
Third Draft Lucasfilm Limited	draft	BEN	speaker
Third Draft Lucasfilm Limited	draft	JAWA	speaker
Third Draft Lucasfilm Limited	draft	BARTENDER	speaker
Third Draft Lucasfilm Limited	draft	CREATURE	speaker
Third Draft Lucasfilm Limited	draft	HUMAN	speaker
Third Draft Lucasfilm Limited	draft	HAN	speaker
Third Draft Lucasfilm Limited	draft	JABBA	speaker
Third Draft Lucasfilm Limited	draft	MONTROSS	speaker
Third Draft Lucasfilm Limited	draft	CONTROLLER	speaker
Third Draft Lucasfilm Limited	draft	COMMANDER	speaker
Third Draft Lucasfilm Limited	draft	PILOT	speaker
Third Draft Lucasfilm Limited	draft	TROOPER	speaker
Third Draft Lucasfilm Limited	draft	SERGEANT	speaker
Third Draft Lucasfilm Limited	draft	ZAVOS	speaker
Third Draft Lucasfilm Limited	draft	TARKIN	speaker
Third Draft Lucasfilm Limited	draft	CHIEF	speaker
Third Draft Lucasfilm Limited	draft	CREWMAN	speaker
Third Draft Lucasfilm Limited	draft	DODANA	speaker
SECOND DRAFT 	draft	CHIEF	speaker
SECOND DRAFT 	draft	THREEPIO	speaker
SECOND DRAFT 	draft	THREEPIO (CONT'D)	speaker
SECOND DRAFT 	draft	OFFICER	speaker
SECOND DRAFT 	draft	OFFICER (CONT'D)	speaker
SECOND DRAFT 	draft	DEAK	speaker
SECOND DRAFT 	draft	CHIEF PILOT	speaker
SECOND DRAFT 	draft	CAPTAIN	speaker
SECOND DRAFT 	draft	SERGEANT	speaker
SECOND DRAFT 	draft	TROOPER	speaker
SECOND DRAFT 	draft	RANGER	speaker
SECOND DRAFT 	draft	DEAK (CONT'D)	speaker
SECOND DRAFT 	draft	PILOT (TYREE)	speaker
SECOND DRAFT 	draft	Pilot (TYREE)	speaker
SECOND DRAFT 	draft	CAPTAIN (CONT'D)	speaker
SECOND DRAFT 	draft	TROOPS	speaker
SECOND DRAFT 	draft	VADER	speaker
SECOND DRAFT 	draft	VADER (CONT'D)	speaker
SECOND DRAFT 	draft	COMMANDER	speaker
SECOND DRAFT 	draft	LABORER	speaker
SECOND DRAFT 	draft	LABORER (CONT'D)	speaker
SECOND DRAFT 	draft	VOICE (MECHANIC)	speaker
SECOND DRAFT 	draft	MECHANIC (CONT'D)	speaker
SECOND DRAFT 	draft	MECHANIC	speaker
SECOND DRAFT 	draft	TUSKEN	speaker
SECOND DRAFT 	draft	LARS	speaker
SECOND DRAFT 	draft	LEIA	speaker
SECOND DRAFT 	draft	BERU	speaker
SECOND DRAFT 	draft	LUKE	speaker
SECOND DRAFT 	draft	DEAK'S IMAGE	speaker
SECOND DRAFT 	draft	BIGGS	speaker
SECOND DRAFT 	draft	OWEN	speaker
SECOND DRAFT 	draft	BERU (CONT'D)	speaker
SECOND DRAFT 	draft	WINDY	speaker
SECOND DRAFT 	draft	LUKE (CONT'D)	speaker
SECOND DRAFT 	draft	OWEN (CONT'D)	speaker
SECOND DRAFT 	draft	JAWA	speaker
SECOND DRAFT 	draft	SEER	speaker
SECOND DRAFT 	draft	SEER (CONT'D)	speaker
SECOND DRAFT 	draft	BARTENDER	speaker
SECOND DRAFT 	draft	HAN	speaker
SECOND DRAFT 	draft	HAN (CONT'D)	speaker
SECOND DRAFT 	draft	CREATURE	speaker
SECOND DRAFT 	draft	HUMAN	speaker
SECOND DRAFT 	draft	HUMAN (CONT'D)	speaker
SECOND DRAFT 	draft	MONTROSS	speaker
SECOND DRAFT 	draft	MONTROSS (CONT'D)	speaker
SECOND DRAFT 	draft	JABBA	speaker
SECOND DRAFT 	draft	PIRATE	speaker
SECOND DRAFT 	draft	OXUS	speaker
SECOND DRAFT 	draft	HAN'S VOICE	speaker
SECOND DRAFT 	draft	PILOT	speaker
SECOND DRAFT 	draft	PILOT (CONT'D)	speaker
SECOND DRAFT 	draft	COM-LINK	speaker
SECOND DRAFT 	draft	FIRST KNIGHT	speaker
SECOND DRAFT 	draft	GANTRY OFFICER	speaker
SECOND DRAFT 	draft	GUARD	speaker
SECOND DRAFT 	draft	SITH KNIGHT	speaker
SECOND DRAFT 	draft	ADMIRAL	speaker
SECOND DRAFT 	draft	MONTROSS (over head-phones)	speaker
SECOND DRAFT 	draft	ANTILLES	speaker
SECOND DRAFT 	draft	ANTILLES (CONT'D)	speaker
SECOND DRAFT 	draft	DODANA	speaker
SECOND DRAFT 	draft	DODANA (CONT'D)	speaker
SECOND DRAFT 	draft	ZAVOR	speaker
SECOND DRAFT 	draft	FLIGHT OFFICER	speaker
SECOND DRAFT 	draft	TARKIN	speaker
SECOND DRAFT 	draft	TARKIN (CONT'D)	speaker
SECOND DRAFT 	draft	THE STARKILLER	speaker
SECOND DRAFT 	draft	SECOND OFFICER	speaker
SECOND DRAFT 	draft	THE STARKILLER (CONT'D)	speaker
SECOND DRAFT 	draft	THE STARKlLLER (CONT'D)	speaker
SECOND DRAFT 	draft	CREWMAN	speaker
SECOND DRAFT 	draft	BOMA SIX (INTERCOM)	speaker
SECOND DRAFT 	draft	PILOT LEADER	speaker
SECOND DRAFT 	draft	PILOT LEADER (V.O.)	speaker
SECOND DRAFT 	draft	BOMA TWO (CHEWIE)(V.O.)	speaker
SECOND DRAFT 	draft	BOMA SIX (V.O.)	speaker
SECOND DRAFT 	draft	BOMA TWO (V.O.)	speaker
SECOND DRAFT 	draft	BOMA FIVE (V.O.)	speaker
SECOND DRAFT 	draft	DEVIL FOUR (V.O.)	speaker
SECOND DRAFT 	draft	PILOT LEADER (CONT'D)	speaker
SECOND DRAFT 	draft	BOMA THREE	speaker
SECOND DRAFT 	draft	BOMA TWO (CHEWIE)	speaker
SECOND DRAFT 	draft	DODONA	speaker
SECOND DRAFT 	draft	ZAVOS	speaker
SECOND DRAFT 	draft	BANTA ONE	speaker
SECOND DRAFT 	draft	LUKE (V.O.)	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	ANNIKIN	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	KANE	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	DEAK	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	DEAK (Con't)	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	ANNIKIN (con't)	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	PILOT	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	CHICK-ONE	speaker
Rough Draft [First of four major screenplay drafts]
Lucasfilm Ltd.	draft	EMPEROR	speaker
